               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.037066,            0.033492,            0.010606,             0.70043,             0.65993,             0.68993,             0.42584,            0.043932,             0.03236,            0.020223,            0.007525,            0.007525,            0.007525
                  77,            0.036615,            0.033301,             0.01035,             0.64165,             0.65941,             0.69508,             0.40446,            0.043791,            0.032694,            0.016709,            0.007492,            0.007492,            0.007492
                  78,            0.036233,            0.033004,            0.010772,             0.49889,             0.52566,              0.5048,             0.31358,            0.055641,            0.040415,            0.025208,            0.007459,            0.007459,            0.007459
                  79,            0.036118,            0.031772,            0.010154,             0.68628,             0.67773,             0.72193,             0.42914,            0.043965,            0.031606,            0.017481,            0.007426,            0.007426,            0.007426
                  80,            0.036244,            0.032617,           0.0096489,             0.74604,             0.61425,             0.68387,             0.42745,            0.045439,            0.032537,            0.018671,            0.007393,            0.007393,            0.007393
                  81,            0.036043,            0.031288,            0.010301,             0.70953,             0.63731,             0.70175,              0.4284,            0.043865,            0.031226,            0.018638,             0.00736,             0.00736,             0.00736
                  82,            0.035611,            0.032121,           0.0098359,             0.70402,             0.57285,              0.6547,             0.39492,            0.045187,            0.033593,             0.01949,            0.007327,            0.007327,            0.007327
                  83,            0.035863,            0.032122,           0.0095343,             0.77892,             0.62482,             0.70723,             0.43412,            0.043874,            0.031312,            0.017749,            0.007294,            0.007294,            0.007294
                  84,            0.035044,            0.031254,           0.0094112,             0.73375,             0.57209,             0.65761,              0.3971,            0.047374,            0.032777,            0.017744,            0.007261,            0.007261,            0.007261
                  85,            0.035361,            0.031529,            0.009228,             0.68524,             0.66392,             0.68894,             0.41501,            0.044329,            0.033329,            0.015141,            0.007228,            0.007228,            0.007228
                  86,            0.035341,            0.031721,           0.0094642,             0.64501,             0.67718,             0.68861,             0.42848,            0.043968,            0.032518,            0.016993,            0.007195,            0.007195,            0.007195
                  87,            0.034254,            0.031396,             0.00953,             0.69528,             0.66924,             0.70639,             0.40266,            0.044185,            0.032764,            0.014331,            0.007162,            0.007162,            0.007162
                  88,            0.035495,             0.03201,           0.0096269,             0.80167,             0.65908,              0.7406,              0.4626,            0.042976,            0.031279,            0.014343,            0.007129,            0.007129,            0.007129
                  89,            0.035046,            0.031591,           0.0095534,              0.7059,             0.63758,               0.703,             0.45266,            0.042244,            0.033209,            0.018293,            0.007096,            0.007096,            0.007096
                  90,             0.03479,            0.030995,           0.0095957,             0.64287,             0.62972,             0.67191,             0.41351,            0.044809,            0.033179,            0.017016,            0.007063,            0.007063,            0.007063
                  91,            0.034155,            0.031554,           0.0090081,             0.70268,             0.69824,             0.72152,             0.42131,            0.042589,             0.03183,            0.013558,             0.00703,             0.00703,             0.00703
                  92,            0.034129,            0.030609,           0.0087667,             0.67364,             0.70025,             0.73718,             0.45045,            0.043324,            0.031546,            0.016933,            0.006997,            0.006997,            0.006997
                  93,            0.033419,             0.03094,           0.0090365,              0.7891,             0.64551,             0.73693,             0.48219,            0.043689,            0.030566,            0.016007,            0.006964,            0.006964,            0.006964
                  94,            0.034302,            0.031117,           0.0086815,             0.67278,             0.65956,             0.69386,             0.42483,             0.04198,            0.030958,            0.013209,            0.006931,            0.006931,            0.006931
                  95,            0.033688,            0.030699,           0.0087426,             0.57506,             0.69936,             0.64396,             0.37373,            0.043716,            0.033928,            0.017154,            0.006898,            0.006898,            0.006898
                  96,            0.033535,            0.030072,           0.0092614,             0.78123,              0.6913,             0.74668,             0.47727,            0.040445,            0.030888,            0.016206,            0.006865,            0.006865,            0.006865
                  97,            0.033262,            0.031229,           0.0091892,             0.62565,             0.67209,             0.70135,             0.46619,            0.042882,            0.031417,            0.018428,            0.006832,            0.006832,            0.006832
                  98,            0.033498,             0.03027,           0.0082018,             0.73973,             0.67965,             0.72919,             0.45244,            0.043144,            0.031682,            0.014546,            0.006799,            0.006799,            0.006799
                  99,            0.033051,             0.03007,           0.0085506,             0.78558,             0.68558,             0.74932,             0.47696,            0.041746,            0.030806,            0.016189,            0.006766,            0.006766,            0.006766
                 100,            0.033116,            0.029948,           0.0084998,             0.65183,              0.7034,             0.70291,             0.41136,            0.045379,            0.032427,            0.015805,            0.006733,            0.006733,            0.006733
                 101,            0.032673,            0.029703,           0.0088003,             0.64988,             0.71061,              0.7283,             0.45064,            0.043253,            0.031075,            0.017218,              0.0067,              0.0067,              0.0067
                 102,            0.032809,             0.02884,           0.0080983,             0.72128,             0.61594,             0.69076,             0.43186,            0.044832,            0.032274,            0.019421,            0.006667,            0.006667,            0.006667
                 103,            0.032421,            0.029531,           0.0084455,             0.65324,             0.67841,             0.71337,             0.45123,            0.042584,            0.032228,            0.017563,            0.006634,            0.006634,            0.006634
                 104,            0.032101,            0.029758,           0.0083167,             0.68539,             0.70143,             0.70359,             0.45517,            0.042457,             0.03139,            0.017435,            0.006601,            0.006601,            0.006601
                 105,            0.032145,             0.02983,           0.0081909,             0.70207,             0.61506,             0.66333,             0.41189,             0.04468,            0.032686,              0.0235,            0.006568,            0.006568,            0.006568
                 106,            0.031996,            0.029653,           0.0082078,             0.73959,              0.6897,             0.73829,             0.47516,            0.041025,            0.030961,            0.016852,            0.006535,            0.006535,            0.006535
                 107,            0.031982,            0.028968,           0.0078211,             0.64388,             0.73723,             0.73571,             0.50799,            0.040933,             0.03031,            0.018418,            0.006502,            0.006502,            0.006502
                 108,            0.032109,            0.028579,           0.0080999,             0.64648,             0.65619,             0.64247,             0.37354,             0.04649,            0.033862,            0.018439,            0.006469,            0.006469,            0.006469
                 109,            0.032024,            0.028431,           0.0083798,             0.65364,             0.77529,             0.75055,             0.47381,            0.040703,            0.031094,            0.014481,            0.006436,            0.006436,            0.006436
                 110,            0.032378,            0.029303,           0.0080224,             0.79797,             0.62178,             0.74711,             0.47585,            0.042459,            0.030389,             0.01815,            0.006403,            0.006403,            0.006403
                 111,            0.030965,            0.028906,           0.0077794,             0.76798,             0.74362,             0.78278,              0.5208,            0.039407,            0.030243,            0.013628,             0.00637,             0.00637,             0.00637
                 112,            0.031277,            0.028176,           0.0067724,             0.74028,             0.71487,             0.74972,             0.49923,            0.040449,            0.031119,            0.015092,            0.006337,            0.006337,            0.006337
                 113,            0.031149,            0.028525,           0.0072252,             0.73151,             0.74159,              0.7633,             0.49633,            0.040943,            0.030562,            0.013404,            0.006304,            0.006304,            0.006304
                 114,            0.031161,             0.02872,           0.0072077,             0.75115,             0.61061,             0.72576,             0.46699,            0.042234,            0.031687,            0.016625,            0.006271,            0.006271,            0.006271
                 115,            0.030576,            0.029085,           0.0070439,             0.76972,             0.66723,             0.75501,             0.49202,            0.041012,            0.031277,            0.016538,            0.006238,            0.006238,            0.006238
                 116,            0.030542,            0.027625,              0.0078,              0.7096,             0.75146,               0.758,             0.48972,            0.039612,            0.031835,            0.013163,            0.006205,            0.006205,            0.006205
                 117,            0.030742,            0.028324,           0.0075501,             0.78961,             0.70681,             0.77785,             0.50516,            0.041822,            0.030441,            0.015761,            0.006172,            0.006172,            0.006172
                 118,            0.031055,            0.028092,           0.0072263,             0.73208,              0.7044,             0.76291,              0.4743,            0.041814,            0.031937,            0.015951,            0.006139,            0.006139,            0.006139
                 119,            0.030983,            0.027768,           0.0077481,             0.80127,               0.653,             0.74207,             0.48765,            0.041582,            0.031008,            0.017545,            0.006106,            0.006106,            0.006106
